orderid,custid,orderstatus,totalprice,orderdate,orderpriority,clerk,storeid,shippriority,ordercomment,orderqty,productid,discount
213172,1462,C,1060.00,2020-12-24,10,Dee Winter,1,1,In Stock,10,4,10.60
182380,1088,C,1264.13,2020-03-13,10,Matt Winds,5,5,In Stock,2,3,31.60
345026,1026,C,1130.00,2019-01-09,10,Jack Snow,1,1,In Stock,11,8,28.25
492174,1054,C,1070.00,2020-02-25,10,Fred Cold,1,1,In Stock,10,3,53.50
265191,1071,C,1267.88,2020-02-28,10,Fred Cold,2,3,In Stock,6,9,31.70
463115,1465,C,1075.00,2020-12-05,10,Dee Winter,6,1,In Stock,1,1,26.88
227221,1461,C,1282.36,2020-12-04,10,Dee Winter,3,3,In Stock,4,1,64.12
345188,1068,C,1140.00,2019-02-28,10,Fred Cold,1,1,In Stock,11,4,28.50
408770,1347,C,1318.82,2019-09-26,10,Steve Fall,9,4,In Stock,1,8,21.98
416192,1492,C,1267.88,2019-12-31,10,Dee Winter,8,3,In Stock,1,8,31.70
409075,1355,C,1367.45,2019-09-09,10,Steve Fall,8,3,In Stock,1,8,17.09
411420,1462,C,1288.43,2019-12-14,10,Dee Winter,9,4,In Stock,1,8,64.42
252057,1067,C,1379.61,2020-02-28,10,Fred Cold,10,5,In Stock,1,1,13.80
301079,1429,C,1095.00,2020-11-27,10,Norbert Thanks,6,1,In Stock,1,9,54.75
479488,1178,C,1264.13,2020-05-03,10,May Flowers,5,5,In Stock,2,5,12.64
301140,1460,C,1050.00,2020-12-14,10,Dee Winter,1,1,In Stock,10,7,17.50
230849,1349,C,1207.24,2020-09-17,10,Steve Fall,8,3,In Stock,1,10,20.12
369881,1461,C,1282.36,2019-12-24,10,Dee Winter,3,3,In Stock,4,9,64.12
447146,1056,C,1190.70,2020-02-16,10,Fred Cold,1,1,In Stock,11,3,14.88
205420,1422,C,1288.43,2020-11-14,10,Norbert Thanks,9,4,In Stock,1,1,21.47
357605,1025,C,1367.45,2019-01-19,10,Jack Snow,8,3,In Stock,1,5,13.67
281074,1424,C,1070.00,2020-11-25,10,Norbert Thanks,1,1,In Stock,10,5,13.38
462133,1043,C,1015.00,2020-02-11,10,Fred Cold,6,1,In Stock,1,3,10.15
189880,1398,C,1385.67,2020-10-30,10,Ossie Leaves,6,1,In Stock,2,9,23.09
230256,1106,C,1245.82,2020-03-19,10,Matt Winds,6,1,In Stock,2,6,15.57
462255,1105,C,1125.00,2020-03-19,10,Matt Winds,6,1,In Stock,1,2,18.75
241186,1476,C,1308.11,2020-12-29,10,Dee Winter,9,4,In Stock,1,6,13.08
382298,1118,C,1331.27,2019-03-31,10,Matt Winds,2,2,In Stock,6,1,33.28
230704,1294,C,1444.28,2020-08-02,10,Auggie Sunshine,5,5,In Stock,2,5,18.05
241022,1432,C,1284.97,2020-11-08,10,Norbert Thanks,5,5,In Stock,2,6,64.25
439150,1305,C,1306.67,2020-08-05,10,Auggie Sunshine,7,2,In Stock,1,5,16.33
447062,1002,C,1113.52,2020-01-21,10,Jack Snow,4,4,In Stock,2,3,11.14
327463,1173,C,1306.46,2020-05-21,10,May Flowers,7,2,In Stock,1,8,16.33
400099,1009,C,1270.21,2019-01-03,10,Jack Snow,1,1,In Stock,12,4,63.51
372264,1084,C,1124.55,2019-03-22,10,Matt Winds,5,5,In Stock,2,6,11.25
222220,1312,C,1349.22,2020-08-08,10,Auggie Sunshine,10,5,In Stock,1,10,67.46
482645,1285,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,4,13.98
170750,1425,C,1306.67,2020-11-25,10,Norbert Thanks,7,2,In Stock,1,7,13.07
367940,1444,C,1397.83,2019-11-30,10,Norbert Thanks,8,3,In Stock,1,4,17.47
189592,1342,C,1288.43,2020-09-24,10,Steve Fall,9,4,In Stock,1,8,32.21
447937,1377,C,1141.09,2020-10-13,10,Ossie Leaves,2,2,In Stock,5,7,11.41
490984,1394,C,1234.80,2020-10-28,10,Ossie Leaves,5,5,In Stock,2,8,30.87
417471,1181,C,1055.00,2019-05-24,10,May Flowers,6,1,In Stock,1,2,26.38
345365,1125,C,1025.00,2019-04-22,10,April Rains,6,1,In Stock,1,5,12.81
338187,1477,C,1313.91,2020-12-29,10,Dee Winter,4,4,In Stock,3,3,13.14
182780,1098,C,1324.90,2020-03-26,10,Matt Winds,5,5,In Stock,2,4,66.24
387413,1183,C,1065.00,2019-05-05,10,May Flowers,6,1,In Stock,1,5,53.25
421080,1430,C,1100.00,2020-11-27,10,Norbert Thanks,1,1,In Stock,11,6,13.75
150173,1053,C,1232.87,2020-02-25,10,Fred Cold,3,3,In Stock,4,7,61.64
342999,1409,C,1150.00,2020-10-31,10,Ossie Leaves,1,1,In Stock,11,5,14.38
432132,1012,C,1288.43,2020-01-04,10,Jack Snow,9,4,In Stock,1,5,32.21
342387,1147,C,1135.00,2020-04-29,10,April Rains,6,1,In Stock,1,8,14.19
345874,1344,C,1070.00,2019-09-25,10,Steve Fall,1,1,In Stock,10,7,10.70
191140,1464,C,1300.59,2020-12-05,10,Dee Winter,1,1,In Stock,13,1,65.03
221320,1252,C,1531.54,2020-07-11,10,Justin Heat,2,2,In Stock,7,5,15.32
210247,1097,C,1196.21,2020-03-16,10,Matt Winds,7,2,In Stock,1,9,11.96
447344,1134,C,1179.68,2020-04-15,10,April Rains,10,5,In Stock,1,4,29.49
275705,1295,C,1522.28,2020-08-02,10,Auggie Sunshine,3,3,In Stock,5,9,15.22
316081,1131,C,1282.36,2020-04-24,10,April Rains,3,3,In Stock,4,7,16.03
486700,1460,C,1276.28,2020-12-24,10,Dee Winter,7,2,In Stock,1,9,63.81
490105,1045,C,1130.06,2020-02-02,10,Fred Cold,1,1,In Stock,11,4,11.30
141199,1499,C,1267.88,2020-12-31,10,Dee Winter,8,3,In Stock,1,6,63.39
515982,1122,C,1227.66,2020-04-21,10,April Rains,8,3,In Stock,1,1,15.35
387003,1003,C,1015.00,2019-01-02,10,Jack Snow,6,1,In Stock,1,3,10.15
337226,1106,C,1308.11,2020-03-09,10,Matt Winds,9,4,In Stock,1,1,13.08
492694,1284,C,1150.00,2020-07-31,10,Justin Heat,1,1,In Stock,11,8,28.75
342446,1186,C,1080.00,2020-05-16,10,May Flowers,1,1,In Stock,10,1,54.00
230902,1372,C,1521.45,2020-10-01,10,Ossie Leaves,2,2,In Stock,7,9,25.36
183674,1124,C,1239.82,2020-04-12,10,April Rains,10,5,In Stock,1,2,31.00
276029,1439,C,1325.48,2020-11-10,10,Norbert Thanks,6,1,In Stock,2,1,66.27
181716,1066,C,1373.52,2020-02-19,10,Fred Cold,4,4,In Stock,3,4,22.89
444364,1474,C,1361.37,2020-12-08,10,Dee Winter,2,2,In Stock,6,4,34.03
265934,1374,C,1532.48,2020-10-12,10,Ossie Leaves,3,3,In Stock,5,8,25.54
212813,1343,C,1065.00,2020-09-05,10,Steve Fall,6,1,In Stock,1,2,10.65
342444,1184,C,1070.00,2020-05-15,10,May Flowers,1,1,In Stock,10,4,17.83
227474,1454,C,1786.80,2020-12-12,10,Dee Winter,7,2,In Stock,2,10,29.78
337998,1408,C,1331.27,2020-10-31,10,Ossie Leaves,2,2,In Stock,6,5,22.19
481190,1269,C,1330.98,2020-07-07,10,Justin Heat,1,1,In Stock,13,6,16.64
328128,1478,C,1256.85,2020-12-10,10,Dee Winter,7,2,In Stock,1,4,20.95
164136,1136,C,1312.75,2020-04-26,10,April Rains,3,3,In Stock,4,8,13.13
382248,1098,C,1261.81,2019-03-16,10,Matt Winds,2,2,In Stock,6,2,12.62
189075,1355,C,1367.45,2020-09-09,10,Steve Fall,8,3,In Stock,1,10,68.37
486858,1428,C,1324.90,2020-11-26,10,Norbert Thanks,5,5,In Stock,2,3,13.25
140970,1380,C,1157.62,2020-10-24,10,Ossie Leaves,8,3,In Stock,1,1,11.58
160077,1007,C,1258.05,2020-01-03,10,Jack Snow,9,4,In Stock,1,7,20.97
230633,1253,C,1394.66,2020-07-11,10,Justin Heat,5,5,In Stock,2,7,34.87
490936,1376,C,1135.58,2020-10-12,10,Ossie Leaves,6,1,In Stock,1,6,28.39
196089,1039,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,8,13.98
265013,1013,C,1174.16,2020-01-05,10,Jack Snow,5,5,In Stock,2,9,14.68
275943,1383,C,1232.87,2020-10-15,10,Ossie Leaves,3,3,In Stock,4,6,15.41
211055,1435,C,1240.31,2020-11-19,10,Norbert Thanks,1,1,In Stock,12,9,12.40
163970,1157,C,1397.83,2020-04-30,10,April Rains,8,3,In Stock,1,9,17.47
418155,1475,C,1125.00,2019-12-19,10,Dee Winter,6,1,In Stock,1,9,14.06
342766,1296,C,1030.00,2020-08-22,10,Auggie Sunshine,1,1,In Stock,10,5,10.30
183729,1129,C,1270.21,2020-04-13,10,April Rains,1,1,In Stock,12,6,12.70
141130,1480,C,1267.88,2020-12-10,10,Dee Winter,8,3,In Stock,1,7,15.85
313034,1034,C,1397.83,2020-01-31,10,Jack Snow,8,3,In Stock,1,7,34.95
315440,1134,C,1300.59,2020-04-15,10,April Rains,1,1,In Stock,13,8,16.26
323352,1412,C,1726.02,2020-11-11,10,Norbert Thanks,7,2,In Stock,2,7,86.30
346089,1439,C,1145.00,2019-11-30,10,Norbert Thanks,6,1,In Stock,1,5,11.45
213011,1421,C,1055.00,2020-11-04,10,Norbert Thanks,6,1,In Stock,1,5,13.19
281018,1428,C,1090.00,2020-11-06,10,Norbert Thanks,1,1,In Stock,10,4,13.62
382223,1103,C,1290.75,2019-03-08,10,Matt Winds,1,1,In Stock,12,1,32.27
337218,1098,C,1261.81,2020-03-06,10,Matt Winds,2,2,In Stock,6,10,12.62
201061,1231,C,1343.13,2020-06-17,10,June Summer,4,4,In Stock,3,4,22.39
343050,1430,C,1100.00,2020-11-17,10,Norbert Thanks,1,1,In Stock,11,5,11.00
406754,1264,C,1300.59,2019-07-05,10,Justin Heat,1,1,In Stock,13,4,32.51
166700,1260,C,1276.28,2020-07-24,10,Justin Heat,7,2,In Stock,1,7,31.91
212765,1295,C,1315.00,2020-08-22,10,Auggie Sunshine,6,1,In Stock,2,7,16.44
418132,1452,C,1500.00,2019-12-11,10,Dee Winter,1,1,In Stock,15,8,18.75
407997,1317,C,1379.61,2019-08-09,10,Auggie Sunshine,10,5,In Stock,1,6,22.99
151017,1427,C,1256.02,2020-11-06,10,Norbert Thanks,7,2,In Stock,1,1,20.93
196287,1057,C,1318.82,2020-02-06,10,Fred Cold,9,4,In Stock,1,5,21.98
163680,1128,C,1264.13,2020-04-23,10,April Rains,5,5,In Stock,2,7,63.21
358321,1042,C,1227.66,2019-02-11,10,Fred Cold,8,3,In Stock,1,10,61.38
252079,1069,C,1391.75,2020-02-28,10,Fred Cold,2,2,In Stock,6,8,34.79
221083,1233,C,1355.29,2020-06-18,10,June Summer,6,1,In Stock,2,6,16.94
415724,1314,C,1234.80,2019-08-08,10,Auggie Sunshine,5,5,In Stock,2,6,20.58
537117,1057,C,1256.02,2020-02-06,10,Fred Cold,7,2,In Stock,1,7,20.93
150241,1091,C,1221.30,2020-03-14,10,Matt Winds,2,2,In Stock,6,6,30.53
491092,1442,C,1267.88,2020-11-30,10,Norbert Thanks,8,3,In Stock,1,1,15.85
265659,1279,C,1262.36,2020-07-20,10,Justin Heat,3,3,In Stock,4,6,12.62
197040,1084,C,1239.82,2020-03-02,10,Matt Winds,10,5,In Stock,1,10,61.99
436686,1196,C,1373.52,2020-05-09,10,May Flowers,4,4,In Stock,3,10,17.17
312132,1012,C,1288.43,2020-01-04,10,Jack Snow,9,4,In Stock,1,10,16.11
490541,1221,C,1163.14,2020-06-14,10,June Summer,4,4,In Stock,2,2,29.08
258338,1318,C,1385.67,2020-08-20,10,Auggie Sunshine,6,1,In Stock,2,5,23.09
321920,1402,C,1397.83,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,5,13.98
373022,1432,C,1223.78,2019-11-08,10,Norbert Thanks,4,4,In Stock,3,9,20.40
345778,1308,C,1090.00,2019-08-26,10,Auggie Sunshine,1,1,In Stock,10,1,54.50
447452,1192,C,1223.78,2020-05-18,10,May Flowers,4,4,In Stock,3,6,61.19
230400,1160,C,1267.88,2020-04-30,10,April Rains,8,3,In Stock,1,9,63.39
480038,1198,C,1385.67,2020-05-20,10,May Flowers,6,1,In Stock,2,3,13.86
345961,1371,C,1005.00,2019-10-21,10,Ossie Leaves,6,1,In Stock,1,8,16.75
181969,1059,C,1330.98,2020-02-27,10,Fred Cold,1,1,In Stock,13,3,16.64
160170,1017,C,1318.82,2020-01-06,10,Jack Snow,9,4,In Stock,1,6,65.94
300344,1134,C,1070.00,2020-04-15,10,April Rains,1,1,In Stock,10,3,17.83
411480,1468,C,1324.90,2019-12-16,10,Dee Winter,5,5,In Stock,2,6,13.25
517171,1227,C,1318.82,2020-06-06,10,June Summer,9,4,In Stock,1,4,16.49
190329,1379,C,1270.21,2020-10-13,10,Ossie Leaves,1,1,In Stock,12,6,12.70
198710,1131,C,1282.36,2020-04-24,10,April Rains,3,3,In Stock,4,4,32.06
361356,1156,C,1397.83,2019-04-30,10,April Rains,8,3,In Stock,1,2,23.30
337742,1302,C,1227.08,2020-08-14,10,Auggie Sunshine,8,3,In Stock,1,2,20.45
500388,1148,C,1140.00,2020-04-30,10,April Rains,1,1,In Stock,11,8,57.00
418004,1414,C,1430.00,2019-11-02,10,Norbert Thanks,1,1,In Stock,14,4,71.50
226850,1475,C,1367.45,2020-12-29,10,Dee Winter,8,3,In Stock,1,3,17.09
368370,1457,C,1258.05,2019-12-13,10,Dee Winter,9,4,In Stock,1,7,12.58
417596,1246,C,1150.00,2019-06-30,10,June Summer,1,1,In Stock,11,2,11.50
401160,1056,C,1312.75,2019-02-06,10,Fred Cold,3,3,In Stock,4,5,16.41
151032,1412,C,1643.83,2020-11-11,10,Norbert Thanks,4,4,In Stock,4,8,20.55
327422,1192,C,1223.78,2020-05-08,10,May Flowers,4,4,In Stock,3,7,61.19
359600,1110,C,1397.83,2019-03-20,10,Matt Winds,8,3,In Stock,1,3,69.89
447795,1325,C,1267.88,2020-08-31,10,Auggie Sunshine,8,3,In Stock,1,3,63.39
257640,1294,C,1592.31,2020-08-22,10,Auggie Sunshine,3,3,In Stock,5,9,79.62
300361,1121,C,1005.00,2020-04-21,10,April Rains,6,1,In Stock,1,5,50.25
405930,1243,C,1397.83,2019-06-30,10,June Summer,8,3,In Stock,1,7,17.47
434030,1083,C,1233.74,2020-03-01,10,Matt Winds,4,4,In Stock,3,4,15.42
367960,1446,C,1397.83,2019-11-30,10,Norbert Thanks,8,3,In Stock,1,3,69.89
387679,1269,C,1095.00,2019-07-27,10,Justin Heat,6,1,In Stock,1,1,10.95
210269,1089,C,1152.11,2020-03-23,10,Matt Winds,3,3,In Stock,3,9,14.40
368286,1436,C,1373.52,2019-11-09,10,Norbert Thanks,4,4,In Stock,3,10,68.68
183168,1108,C,1385.67,2020-03-30,10,Matt Winds,6,1,In Stock,2,9,23.09
418185,1475,C,1125.00,2019-12-29,10,Dee Winter,6,1,In Stock,1,4,14.06
210126,1066,C,1245.82,2020-02-09,10,Fred Cold,6,1,In Stock,2,6,62.29
437027,1197,C,1379.61,2020-05-19,10,May Flowers,10,5,In Stock,1,10,17.25
183025,1095,C,1306.67,2020-03-25,10,Matt Winds,7,2,In Stock,1,5,16.33
417634,1254,C,1270.00,2019-07-12,10,Justin Heat,1,1,In Stock,12,6,15.88
387250,1100,C,1100.00,2019-03-17,10,Matt Winds,1,1,In Stock,11,3,27.50
187980,1328,C,1397.83,2020-08-31,10,Auggie Sunshine,8,3,In Stock,1,4,34.95
490861,1331,C,1108.01,2020-09-21,10,Steve Fall,9,4,In Stock,1,7,11.08
383069,1419,C,1209.72,2019-11-23,10,Norbert Thanks,10,5,In Stock,1,2,20.16
409823,1363,C,1397.83,2019-09-30,10,Steve Fall,8,3,In Stock,1,6,34.95
223420,1342,C,1288.43,2020-09-14,10,Steve Fall,9,4,In Stock,1,7,16.11
190956,1406,C,1397.83,2020-10-31,10,Ossie Leaves,8,3,In Stock,1,5,23.30
360780,1138,C,1324.90,2019-04-26,10,April Rains,5,5,In Stock,2,5,33.12
345282,1102,C,1110.00,2019-03-28,10,Matt Winds,1,1,In Stock,11,3,27.75
520000,1330,C,1397.83,2020-08-31,10,Auggie Sunshine,8,3,In Stock,1,8,34.95
444672,1472,C,1349.22,2020-12-18,10,Dee Winter,10,5,In Stock,1,1,13.49
212938,1378,C,1040.00,2020-10-13,10,Ossie Leaves,1,1,In Stock,10,8,13.00
188590,1359,C,1391.75,2020-09-20,10,Steve Fall,2,2,In Stock,6,10,23.20
241038,1418,C,1203.93,2020-11-13,10,Norbert Thanks,4,4,In Stock,3,1,20.07
180331,1030,C,1397.83,2020-01-10,10,Jack Snow,8,3,In Stock,1,6,13.98
387105,1045,C,1025.00,2019-02-02,10,Fred Cold,6,1,In Stock,1,1,17.08
322850,1435,C,1367.45,2020-11-29,10,Norbert Thanks,8,3,In Stock,1,2,68.37
447669,1259,C,1152.11,2020-07-23,10,Justin Heat,3,3,In Stock,3,3,19.20
219422,1172,C,1434.30,2020-05-01,10,May Flowers,5,5,In Stock,2,2,35.86
400910,1031,C,1397.83,2019-01-31,10,Jack Snow,8,3,In Stock,1,2,69.89
253476,1136,C,1312.75,2020-04-06,10,April Rains,3,3,In Stock,4,2,13.13
420200,1080,C,1150.00,2020-02-28,10,Fred Cold,1,1,In Stock,11,5,28.75
205350,1415,C,1744.25,2020-11-12,10,Norbert Thanks,5,5,In Stock,3,5,87.21
203270,1357,C,1379.61,2020-09-09,10,Steve Fall,10,5,In Stock,1,5,13.80
458006,1416,C,1192.36,2020-11-02,10,Norbert Thanks,3,3,In Stock,3,2,14.90
195480,1018,C,1324.90,2020-01-16,10,Jack Snow,5,5,In Stock,2,6,16.56
265628,1278,C,1256.85,2020-07-10,10,Justin Heat,7,2,In Stock,1,8,31.42
200700,1220,C,1276.28,2020-06-24,10,June Summer,7,2,In Stock,1,7,63.81
198212,1112,C,1397.83,2020-03-31,10,Matt Winds,8,3,In Stock,1,3,13.98
486737,1417,C,1258.05,2020-11-23,10,Norbert Thanks,9,4,In Stock,1,8,31.45
328108,1458,C,1146.60,2020-12-03,10,Dee Winter,7,2,In Stock,1,1,11.47
337631,1251,C,1163.41,2020-07-11,10,Justin Heat,4,4,In Stock,2,3,29.09
492426,1196,C,1130.00,2020-05-09,10,May Flowers,1,1,In Stock,11,6,56.50
387774,1304,C,1070.00,2019-08-25,10,Auggie Sunshine,1,1,In Stock,10,6,26.75
366240,1394,C,1361.37,2019-10-08,10,Ossie Leaves,2,2,In Stock,6,8,68.07
415262,1082,C,1113.52,2019-03-21,10,Matt Winds,4,4,In Stock,2,2,13.92
482800,1310,C,1337.06,2020-08-27,10,Auggie Sunshine,8,3,In Stock,1,4,22.28
457983,1393,C,1290.75,2020-10-28,10,Ossie Leaves,1,1,In Stock,12,7,64.54
168560,1356,C,1373.52,2020-09-19,10,Steve Fall,4,4,In Stock,3,5,68.68
150513,1223,C,1232.87,2020-06-05,10,June Summer,3,3,In Stock,4,1,12.33
240319,1139,C,1267.60,2020-04-07,10,April Rains,8,3,In Stock,1,5,31.69
319500,1310,C,1337.06,2020-08-17,10,Auggie Sunshine,8,3,In Stock,1,4,22.28
492342,1132,C,1060.00,2020-04-14,10,April Rains,1,1,In Stock,10,4,53.00
225330,1413,C,1732.09,2020-11-11,10,Norbert Thanks,3,3,In Stock,5,2,28.87
403270,1147,C,1379.61,2019-04-09,10,April Rains,10,5,In Stock,1,5,22.99
418156,1476,C,1130.00,2019-12-19,10,Dee Winter,1,1,In Stock,11,10,11.30
204530,1393,C,1355.29,2020-10-18,10,Ossie Leaves,6,1,In Stock,2,3,67.76
418013,1423,C,1065.00,2019-11-05,10,Norbert Thanks,6,1,In Stock,1,1,13.31
212707,1297,C,1035.00,2020-08-03,10,Auggie Sunshine,6,1,In Stock,1,4,10.35
337791,1321,C,1331.27,2020-08-31,10,Auggie Sunshine,2,2,In Stock,6,2,66.56
222964,1314,C,1361.37,2020-08-08,10,Auggie Sunshine,2,2,In Stock,6,1,34.03
373069,1419,C,1152.11,2019-11-23,10,Norbert Thanks,3,3,In Stock,3,4,11.52
202612,1282,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,4,69.89
500742,1302,C,1060.00,2020-08-14,10,Auggie Sunshine,1,1,In Stock,10,5,10.60
169740,1384,C,1300.59,2020-10-25,10,Ossie Leaves,1,1,In Stock,13,10,65.03
322659,1379,C,1270.21,2020-10-23,10,Ossie Leaves,1,1,In Stock,12,7,21.17
171473,1423,C,1294.51,2020-11-15,10,Norbert Thanks,5,5,In Stock,2,6,21.58
151081,1431,C,1279.17,2020-11-27,10,Norbert Thanks,10,5,In Stock,1,9,21.32
369397,1477,C,1379.61,2019-12-09,10,Dee Winter,10,5,In Stock,1,1,34.49
439953,1313,C,1355.29,2020-08-08,10,Auggie Sunshine,6,1,In Stock,2,8,13.55
417012,1012,C,1060.00,2019-01-04,10,Jack Snow,1,1,In Stock,10,1,10.60
265092,1032,C,1267.88,2020-01-31,10,Jack Snow,8,3,In Stock,1,4,31.70
182178,1078,C,1397.83,2020-02-28,10,Fred Cold,8,3,In Stock,1,8,23.30
201611,1251,C,1221.58,2020-07-01,10,Justin Heat,2,2,In Stock,6,1,61.08
321801,1361,C,1397.83,2020-09-30,10,Steve Fall,8,3,In Stock,1,4,69.89
345537,1217,C,1035.00,2019-06-13,10,June Summer,6,1,In Stock,1,4,25.88
312400,1010,C,1276.28,2020-01-14,10,Jack Snow,7,2,In Stock,1,8,12.76
319843,1303,C,1294.51,2020-08-05,10,Auggie Sunshine,5,5,In Stock,2,5,16.18
387442,1182,C,1060.00,2019-05-14,10,May Flowers,1,1,In Stock,10,1,26.50
342906,1376,C,1030.00,2020-10-02,10,Ossie Leaves,1,1,In Stock,10,8,10.30
266171,1461,C,1163.14,2020-12-24,10,Dee Winter,4,4,In Stock,2,7,58.16
420232,1082,C,1010.00,2020-03-11,10,Matt Winds,1,1,In Stock,10,3,12.62
300368,1128,C,1040.00,2020-04-23,10,April Rains,1,1,In Stock,10,4,52.00
387625,1275,C,1125.00,2019-07-09,10,Justin Heat,6,1,In Stock,1,8,11.25
420823,1353,C,1115.00,2020-09-08,10,Steve Fall,6,1,In Stock,1,7,13.94
319740,1304,C,1300.59,2020-08-25,10,Auggie Sunshine,1,1,In Stock,13,8,16.26
365010,1331,C,1221.58,2019-09-01,10,Steve Fall,2,2,In Stock,6,6,20.36
515380,1128,C,1264.13,2020-04-13,10,April Rains,5,5,In Stock,2,10,31.60
230790,1320,C,1267.88,2020-08-30,10,Auggie Sunshine,8,3,In Stock,1,2,63.39
181890,1069,C,1391.75,2020-02-28,10,Fred Cold,2,2,In Stock,6,2,23.20
457079,1019,C,1267.60,2020-01-27,10,Jack Snow,8,3,In Stock,1,3,15.84
241108,1458,C,1203.93,2020-12-03,10,Dee Winter,4,4,In Stock,3,9,15.05
447148,1058,C,1201.72,2020-02-16,10,Fred Cold,2,2,In Stock,6,5,60.09
345249,1099,C,1095.00,2019-03-17,10,Matt Winds,6,1,In Stock,1,5,27.38
447861,1331,C,1108.01,2020-09-21,10,Steve Fall,9,4,In Stock,1,8,27.70
462482,1192,C,1110.00,2020-05-28,10,May Flowers,1,1,In Stock,11,7,55.50
225650,1415,C,1744.25,2020-11-22,10,Norbert Thanks,5,5,In Stock,3,3,21.80
185335,1195,C,1367.45,2020-05-29,10,May Flowers,8,3,In Stock,1,5,68.37
436380,1178,C,1264.13,2020-05-13,10,May Flowers,5,5,In Stock,2,5,12.64
527593,1243,C,1267.88,2020-06-30,10,June Summer,8,3,In Stock,1,7,12.68
406730,1263,C,1294.51,2019-07-25,10,Justin Heat,5,5,In Stock,2,4,16.18
240189,1069,C,1325.48,2020-02-28,10,Fred Cold,6,1,In Stock,2,8,13.25
150240,1090,C,1215.50,2020-03-14,10,Matt Winds,6,1,In Stock,2,2,60.78
516785,1175,C,1452.53,2020-05-12,10,May Flowers,3,3,In Stock,4,3,24.21
230788,1318,C,1256.85,2020-08-30,10,Auggie Sunshine,7,2,In Stock,1,7,12.57
458158,1478,C,1319.69,2020-12-20,10,Dee Winter,10,5,In Stock,1,1,65.98
435278,1118,C,1397.83,2020-03-31,10,Matt Winds,8,3,In Stock,1,5,34.95
280544,1224,C,1070.00,2020-06-15,10,June Summer,1,1,In Stock,10,8,53.50
266188,1478,C,1256.85,2020-12-30,10,Dee Winter,7,2,In Stock,1,3,31.42
275242,1092,C,1227.08,2020-03-14,10,Matt Winds,8,3,In Stock,1,1,30.68
372022,1022,C,1223.78,2019-01-08,10,Jack Snow,4,4,In Stock,3,8,30.59
217288,1088,C,1264.13,2020-03-03,10,Matt Winds,5,5,In Stock,2,3,31.60
280401,1171,C,1005.00,2020-05-01,10,May Flowers,6,1,In Stock,1,10,10.05
212985,1395,C,1125.00,2020-10-29,10,Ossie Leaves,6,1,In Stock,1,6,28.12
490885,1355,C,1240.31,2020-09-29,10,Steve Fall,1,1,In Stock,12,6,31.01
441251,1341,C,1282.36,2020-09-14,10,Steve Fall,3,3,In Stock,4,2,21.37
210924,1394,C,1234.80,2020-10-08,10,Ossie Leaves,5,5,In Stock,2,4,12.35
140429,1199,C,1262.36,2020-05-10,10,May Flowers,3,3,In Stock,4,10,12.62
476590,1069,C,1391.75,2020-02-20,10,Fred Cold,2,2,In Stock,6,1,23.20
372428,1198,C,1256.85,2019-05-10,10,May Flowers,7,2,In Stock,1,9,15.71
276178,1468,C,1261.81,2020-12-26,10,Dee Winter,2,2,In Stock,6,8,15.77
150951,1391,C,1279.17,2020-10-17,10,Ossie Leaves,10,5,In Stock,1,9,31.98
230765,1295,C,1449.79,2020-08-22,10,Auggie Sunshine,10,5,In Stock,1,2,72.49
483890,1359,C,1391.75,2020-09-30,10,Steve Fall,2,2,In Stock,6,4,23.20
408970,1367,C,1397.83,2019-09-30,10,Steve Fall,8,3,In Stock,1,1,13.98
415475,1185,C,1185.19,2019-05-25,10,May Flowers,6,1,In Stock,1,8,11.85
223240,1354,C,1361.37,2020-09-08,10,Steve Fall,2,2,In Stock,6,4,68.07
463008,1418,C,1040.00,2020-11-03,10,Norbert Thanks,1,1,In Stock,10,3,52.00
475080,1008,C,1264.13,2020-01-03,10,Jack Snow,5,5,In Stock,2,4,31.60
416188,1478,C,1256.85,2019-12-30,10,Dee Winter,7,2,In Stock,1,4,12.57
480300,1240,C,1397.83,2020-06-10,10,June Summer,8,3,In Stock,1,7,69.89
440250,1355,C,1367.45,2020-09-09,10,Steve Fall,8,3,In Stock,1,2,68.37
519656,1286,C,1397.83,2020-07-31,10,Justin Heat,8,3,In Stock,1,8,69.89
241163,1453,C,1742.22,2020-12-21,10,Dee Winter,3,3,In Stock,5,8,87.11
447203,1083,C,1119.04,2020-03-01,10,Matt Winds,10,5,In Stock,1,3,18.65
432847,1017,C,1318.82,2020-01-26,10,Jack Snow,9,4,In Stock,1,5,13.19
185350,1215,C,1501.15,2020-06-12,10,June Summer,2,2,In Stock,7,2,15.01
220220,1232,C,1349.22,2020-06-08,10,June Summer,10,5,In Stock,1,5,33.73
171320,1452,C,1823.26,2020-12-11,10,Dee Winter,4,4,In Stock,4,2,18.23
150520,1230,C,1273.39,2020-06-07,10,June Summer,4,4,In Stock,3,8,63.67
204110,1381,C,1282.36,2020-10-04,10,Ossie Leaves,3,3,In Stock,4,7,12.82
409273,1343,C,1294.51,2019-09-15,10,Steve Fall,5,5,In Stock,2,1,21.58
183575,1145,C,1367.45,2020-04-09,10,April Rains,8,3,In Stock,1,1,68.37
